Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60367225.0/C2D_23_01_2021_22_29/C2D_AE_128_3X3_DP|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_DP|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Dropouts,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.792,0.7587,0.7607,0.7612,0.792,0.7587,0.7607,0.7612,0.792,0.7587,0.7607,0.7612,0.3017,0.3214,0.3194,0.331,0.3017,0.3214,0.3194,0.331,0.0157,0.0162,0.0162,0.0162,0.0157,0.0162,0.0162,0.0162,0.0157,0.0162,0.0162,0.0162,0.9694,0.966,0.961,0.9659,0.5296,0.5996,0.8614,0.6025,0.6663,0.725,0.9039,0.7274,21344,21344,21344,21344,"527,53,9987,10777","474,106,8441,12323","304,276,2683,18081","472,108,8377,12387"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60482363.0/C2D_25_01_2021_20_04/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Dropouts,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,True,0.7962,0.7489,0.7531,0.7569,0.7962,0.7489,0.7531,0.7569,0.7962,0.7489,0.7531,0.7569,0.3017,0.3303,0.3263,0.3405,0.3017,0.3303,0.3263,0.3405,0.0157,0.0164,0.0163,0.0162,0.0157,0.0164,0.0163,0.0162,0.0157,0.0164,0.0163,0.0162,0.9713,0.9651,0.9605,0.9645,0.4979,0.6116,0.8236,0.615,0.6377,0.7346,0.8811,0.7373,21344,21344,21344,21344,"550,30,10686,10078","460,120,8171,12593","317,263,3503,17261","451,129,8089,12675"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60484405.0/C2D_25_01_2021_21_24/C2D_AE_128_3X3_RES|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_RES|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,RESNet,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7967,0.7739,0.7785,0.777,0.7967,0.7739,0.7785,0.777,0.7967,0.7739,0.7785,0.777,0.2845,0.3189,0.3103,0.3116,0.2845,0.3189,0.3103,0.3116,0.0156,0.0159,0.0159,0.0159,0.0156,0.0159,0.0159,0.0159,0.0156,0.0159,0.0159,0.0159,0.9676,0.9676,0.9614,0.9673,0.5985,0.6133,0.8737,0.611,0.724,0.7357,0.9113,0.7339,21344,21344,21344,21344,"495,85,8484,12280","492,88,8165,12599","304,276,2419,18345","488,92,8210,12554"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60484405.0/C2D_25_01_2021_21_24/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,RESNet,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,True,0.7934,0.779,0.7839,0.7732,0.7934,0.779,0.7839,0.7732,0.7934,0.779,0.7839,0.7732,0.2962,0.3035,0.2966,0.3241,0.2962,0.3035,0.2966,0.3241,0.0157,0.0159,0.0158,0.016,0.0157,0.0159,0.0158,0.016,0.0157,0.0159,0.0158,0.016,0.9666,0.9672,0.9614,0.9671,0.5875,0.6161,0.8386,0.6095,0.7153,0.7379,0.8903,0.7328,21344,21344,21344,21344,"484,96,8708,12056","486,94,8100,12664","324,256,3188,17576","486,94,8240,12524"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60367225.0/C2D_23_01_2021_22_29/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,SqueezeExcitation,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7943,0.7671,0.7693,0.7749,0.7943,0.7671,0.7693,0.7749,0.7943,0.7671,0.7693,0.7749,0.2879,0.3138,0.3116,0.3078,0.2879,0.3138,0.3116,0.3078,0.0157,0.0161,0.016,0.0159,0.0157,0.0161,0.016,0.0159,0.0157,0.0161,0.016,0.0159,0.9653,0.9654,0.9609,0.9653,0.6864,0.6324,0.8595,0.6332,0.7905,0.7506,0.9028,0.7513,21344,21344,21344,21344,"444,136,6558,14206","459,121,7726,13038","304,276,2723,18041","457,123,7706,13058"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60482363.0/C2D_25_01_2021_20_04/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,SqueezeExcitation,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,True,0.7952,0.7744,0.7776,0.7784,0.7952,0.7744,0.7776,0.7784,0.7952,0.7744,0.7776,0.7784,0.2862,0.3085,0.3069,0.3106,0.2862,0.3085,0.3069,0.3106,0.0157,0.0159,0.0159,0.0159,0.0157,0.0159,0.0159,0.0159,0.0157,0.0159,0.0159,0.0159,0.9647,0.9668,0.9614,0.9665,0.6946,0.6341,0.789,0.6351,0.7964,0.7518,0.8596,0.7526,21344,21344,21344,21344,"432,148,6370,14394","477,103,7707,13057","349,231,4272,16492","473,107,7681,13083"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60556230.0/C2D_26_01_2021_19_39/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Variational,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7693,0.7455,0.751,0.7593,0.7693,0.7455,0.751,0.7593,0.7693,0.7455,0.751,0.7593,0.3069,0.3282,0.3241,0.3305,0.3069,0.3282,0.3241,0.3305,0.0161,0.0164,0.0163,0.0162,0.0161,0.0164,0.0163,0.0162,0.0161,0.0164,0.0163,0.0162,0.9631,0.9611,0.9608,0.9606,0.683,0.7673,0.8136,0.7728,0.7883,0.8457,0.875,0.8492,21344,21344,21344,21344,"413,167,6598,14166","353,227,4739,16025","327,253,3725,17039","343,237,4613,16151"
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.6481,0.7345,0.6895,0.7305,0.6481,0.7345,0.6895,0.7305,0.6481,0.7345,0.6895,0.7305,0.3927,0.3405,0.3771,0.3414,0.3927,0.3405,0.3771,0.3414,0.0189,0.0169,0.0177,0.0168,0.0189,0.0169,0.0177,0.0168,0.0189,0.0169,0.0177,0.0168,0.9645,0.9626,0.9642,0.9696,0.3809,0.5161,0.5642,0.4709,0.5231,0.6556,0.6966,0.6129,21344,21344,21344,21344,"506,74,13140,7624","455,125,10203,10561","461,119,9182,11582","536,44,11249,9515"
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7592,0.7148,0.7133,0.7639,0.7592,0.7148,0.7133,0.7639,0.7592,0.7148,0.7133,0.7639,0.3438,0.3375,0.3411,0.3423,0.3438,0.3375,0.3411,0.3423,0.0162,0.0171,0.0171,0.0161,0.0162,0.0171,0.0171,0.0161,0.0162,0.0171,0.0171,0.0161,0.9709,0.96,0.9602,0.96,0.4528,0.7336,0.8556,0.7298,0.5953,0.8234,0.9003,0.8209,21344,21344,21344,21344,"550,30,11649,9115","349,231,5455,15309","294,286,2797,17967","351,229,5538,15226"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7866,0.7605,0.7646,0.7713,0.7866,0.7605,0.7646,0.7713,0.7866,0.7605,0.7646,0.7713,0.3031,0.3276,0.3242,0.3241,0.3031,0.3276,0.3242,0.3241,0.0158,0.0162,0.0161,0.016,0.0158,0.0162,0.0161,0.016,0.0158,0.0162,0.0161,0.016,0.9671,0.967,0.9613,0.9666,0.5882,0.5863,0.8423,0.5922,0.7158,0.7143,0.8926,0.7191,21344,21344,21344,21344,"490,90,8700,12064","489,91,8739,12025","321,259,3106,17658","483,97,8608,12156"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.9714,0.9587,0.9585,0.9727,0.9714,0.9587,0.9585,0.9727,0.9714,0.9587,0.9585,0.9727,0.1088,0.1498,0.1111,0.1022,0.1088,0.1498,0.1111,0.1022,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8913,0.9306,0.8979,0.9311,0.9418,0.9633,0.9454,0.9635,11475,11475,11475,11475,"9,0,1247,10219","8,1,795,10671","9,0,1172,10294","8,1,790,10676"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_PSNR_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_PSNR_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,PSNR,ADAM,False,False,0.9717,0.9572,0.9573,0.9722,0.9717,0.9572,0.9573,0.9722,0.9717,0.9572,0.9573,0.9722,0.1084,0.1111,0.1111,0.0751,0.1084,0.1111,0.1111,0.0751,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8917,0.9325,0.8948,0.929,0.942,0.9643,0.9437,0.9624,11475,11475,11475,11475,"9,0,1243,10223","8,1,773,10693","9,0,1207,10259","8,1,814,10652"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9699,0.9565,0.9568,0.9709,0.9699,0.9565,0.9568,0.9709,0.9699,0.9565,0.9568,0.9709,0.1111,0.1111,0.1111,0.0767,0.1111,0.1111,0.1111,0.0767,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8783,0.9316,0.8919,0.9298,0.9344,0.9638,0.9421,0.9628,11475,11475,11475,11475,"9,0,1397,10069","8,1,784,10682","9,0,1240,10226","8,1,805,10661"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9713,0.9631,0.9629,0.9736,0.9713,0.9631,0.9629,0.9736,0.9713,0.9631,0.9629,0.9736,0.1111,0.1111,0.1111,0.098,0.1111,0.1111,0.1111,0.098,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8741,0.9435,0.902,0.9434,0.932,0.9702,0.9477,0.9701,11475,11475,11475,11475,"9,0,1445,10021","8,1,647,10819","9,0,1124,10342","8,1,649,10817"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.9713,0.9595,0.9594,0.9725,0.9713,0.9595,0.9594,0.9725,0.9713,0.9595,0.9594,0.9725,0.1111,0.1497,0.1111,0.1074,0.1111,0.1497,0.1111,0.1074,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8861,0.9359,0.8926,0.9358,0.9388,0.9661,0.9425,0.9661,11475,11475,11475,11475,"9,0,1307,10159","8,1,734,10732","9,0,1232,10234","8,1,736,10730"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,PSNR,ADAM,False,True,0.9716,0.9571,0.957,0.9715,0.9716,0.9571,0.957,0.9715,0.9716,0.9571,0.957,0.9715,0.1068,0.1111,0.1111,0.0782,0.1068,0.1111,0.1111,0.0782,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8932,0.9272,0.8983,0.9262,0.9428,0.9615,0.9457,0.9609,11475,11475,11475,11475,"9,0,1225,10241","8,1,834,10632","9,0,1167,10299","8,1,846,10620"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,True,0.9681,0.9546,0.9545,0.9712,0.9681,0.9546,0.9545,0.9712,0.9681,0.9546,0.9545,0.9712,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8671,0.9443,0.8879,0.9441,0.928,0.9706,0.9399,0.9705,11475,11475,11475,11475,"9,0,1525,9941","8,1,638,10828","9,0,1286,10180","8,1,641,10825"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.9683,0.9582,0.9581,0.9699,0.9683,0.9582,0.9581,0.9699,0.9683,0.9582,0.9581,0.9699,0.1111,0.1111,0.1111,0.1218,0.1111,0.1111,0.1111,0.1218,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8564,0.9411,0.8714,0.9408,0.9219,0.9689,0.9305,0.9687,11475,11475,11475,11475,"9,0,1648,9818","8,1,675,10791","9,0,1476,9990","8,1,678,10788"
C2D_AE_128_3X3,/localscratch/a24ravi.60660948.0/C2D_28_01_2021_19_39/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW.pkl,Normal,SUBWAY_EXIT,OPTICAL_FLOW,128,MSE,ADAM,False,False,0.9724,0.97,0.9701,0.9105,0.9724,0.97,0.9701,0.9105,0.9724,0.97,0.9701,0.9105,0.066,0.1036,0.0864,0.1207,0.066,0.1036,0.0864,0.1207,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9223,0.9136,0.8012,0.9154,0.9588,0.9541,0.8889,0.955,11475,11475,11475,11475,"9,0,892,10574","9,0,991,10475","9,0,2281,9185","9,0,971,10495"
C2D_AE_128_3X3,/localscratch/a24ravi.60660948.0/C2D_28_01_2021_19_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW.pkl,Normal,SUBWAY_EXIT,OPTICAL_FLOW,128,MSE,ADAM,False,True,0.9682,0.9658,0.9657,0.9046,0.9682,0.9658,0.9657,0.9046,0.9682,0.9658,0.9657,0.9046,0.0914,0.1068,0.1037,0.1235,0.0914,0.1068,0.1037,0.1235,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9087,0.8964,0.8025,0.899,0.9514,0.9446,0.8897,0.946,11475,11475,11475,11475,"9,0,1048,10418","9,0,1189,10277","9,0,2266,9200","9,0,1159,10307"
C2D_AE_128_3X3,/localscratch/a24ravi.60666221.0/C2D_28_01_2021_21_48/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_SVDD/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_SVDD.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9709,0.9577,0.9577,0.9727,0.9709,0.9577,0.9577,0.9727,0.9709,0.9577,0.9577,0.9727,0.1111,0.1111,0.1111,0.1038,0.1111,0.1111,0.1111,0.1038,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8824,0.9336,0.8963,0.9327,0.9367,0.9649,0.9445,0.9644,11475,11475,11475,11475,"9,0,1350,10116","8,1,761,10705","9,0,1190,10276","8,1,771,10695"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60578444.0/C2D_27_01_2021_06_47/C2D_AE_128_3X3_ACB|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_ACB|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,ACB,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9723,0.9605,0.9605,0.9742,0.9723,0.9605,0.9605,0.9742,0.9723,0.9605,0.9605,0.9742,0.1111,0.1111,0.1111,0.076,0.1111,0.1111,0.1111,0.076,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9992,0.8858,0.9346,0.8959,0.8243,0.9387,0.9654,0.9443,0.9029,11475,11475,11475,11475,"9,0,1310,10156","8,1,750,10716","9,0,1194,10272","9,0,2016,9450"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60578444.0/C2D_27_01_2021_06_47/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_ACB|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,ACB,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.9671,0.9575,0.9575,0.971,0.9671,0.9575,0.9575,0.971,0.9671,0.9575,0.9575,0.971,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9991,0.9991,0.9992,0.9991,0.949,0.937,0.8631,0.9366,0.9731,0.9667,0.9257,0.9665,11475,11475,11475,11475,"8,1,584,10882","8,1,722,10744","9,0,1571,9895","8,1,727,10739"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3_DP|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_DP|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Dropouts,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9666,0.9473,0.9476,0.97,0.9666,0.9473,0.9476,0.97,0.9666,0.9473,0.9476,0.97,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8418,0.9206,0.8798,0.9193,0.9133,0.9579,0.9353,0.9572,11475,11475,11475,11475,"9,0,1815,9651","8,1,910,10556","9,0,1379,10087","8,1,925,10541"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Dropouts,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.9641,0.9554,0.955,0.9667,0.9641,0.9554,0.955,0.9667,0.9641,0.9554,0.955,0.9667,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9991,0.9991,0.9991,0.9991,0.9641,0.95,0.9567,0.9507,0.981,0.9736,0.9771,0.974,11475,11475,11475,11475,"8,1,411,11055","8,1,573,10893","8,1,496,10970","8,1,565,10901"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60578444.0/C2D_27_01_2021_06_47/C2D_AE_128_3X3_RES|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising/C2D_AE_128_3X3_RES|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising.pkl,RESNet,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9699,0.9565,0.9565,0.9716,0.9699,0.9565,0.9565,0.9716,0.9699,0.9565,0.9565,0.9716,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8749,0.9337,0.8837,0.9322,0.9325,0.9649,0.9375,0.9641,11475,11475,11475,11475,"9,0,1435,10031","8,1,760,10706","9,0,1335,10131","8,1,777,10689"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60578444.0/C2D_27_01_2021_06_47/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_RES|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,RESNet,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.97,0.961,0.9607,0.9707,0.97,0.961,0.9607,0.9707,0.97,0.961,0.9607,0.9707,0.1111,0.1111,0.1111,0.0739,0.1111,0.1111,0.1111,0.0739,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8663,0.9532,0.8792,0.9517,0.9276,0.9753,0.9349,0.9745,11475,11475,11475,11475,"9,0,1534,9932","8,1,536,10930","9,0,1386,10080","8,1,553,10913"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,SqueezeExcitation,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9706,0.9574,0.9574,0.9717,0.9706,0.9574,0.9574,0.9717,0.9706,0.9574,0.9574,0.9717,0.1111,0.1111,0.1111,0.1105,0.1111,0.1111,0.1111,0.1105,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.885,0.9353,0.8933,0.9342,0.9382,0.9658,0.9429,0.9652,11475,11475,11475,11475,"9,0,1320,10146","8,1,742,10724","9,0,1224,10242","8,1,754,10712"
