Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9686,0.9516,0.9518,0.971,0.9686,0.9516,0.9518,0.971,0.9686,0.9516,0.9518,0.971,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8573,0.9301,0.8829,0.9271,0.9224,0.963,0.937,0.9614,11475,11475,11475,11475,"9,0,1638,9828","8,1,801,10665","9,0,1344,10122","8,1,836,10630",0.9992,0.9991,0.9992,0.9991,0.8573,0.9301,0.8829,0.9271,0.9224,0.963,0.937,0.9614,11475,11475,11475,11475,"9,0,1638,9828","8,1,801,10665","9,0,1344,10122","8,1,836,10630"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9642,0.9541,0.954,0.9659,0.9642,0.9541,0.954,0.9659,0.9642,0.9541,0.954,0.9659,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,0.9991,0.9991,0.9991,0.9511,0.9473,0.9572,0.9468,0.9742,0.9722,0.9774,0.9719,11475,11475,11475,11475,"8,1,560,10906","8,1,604,10862","8,1,490,10976","8,1,610,10856",0.9991,0.9991,0.9991,0.9991,0.9511,0.9473,0.9572,0.9468,0.9742,0.9722,0.9774,0.9719,11475,11475,11475,11475,"8,1,560,10906","8,1,604,10862","8,1,490,10976","8,1,610,10856"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9694,0.9474,0.9486,0.9716,0.9694,0.9474,0.9486,0.9716,0.9694,0.9474,0.9486,0.9716,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.864,0.9244,0.8826,0.9236,0.9262,0.96,0.9369,0.9595,11475,11475,11475,11475,"9,0,1561,9905","8,1,866,10600","9,0,1347,10119","8,1,876,10590",0.9992,0.9991,0.9992,0.9991,0.864,0.9244,0.8826,0.9236,0.9262,0.96,0.9369,0.9595,11475,11475,11475,11475,"9,0,1561,9905","8,1,866,10600","9,0,1347,10119","8,1,876,10590"
CRNN_AE_128_3X3_SEQ2SEQ_L,CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.979,0.9752,0.9738,0.9788,0.979,0.9752,0.9738,0.9788,0.979,0.9752,0.9738,0.9788,0.0789,0.0939,0.1027,0.0837,0.0789,0.0939,0.1027,0.0837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9212,0.8974,0.9164,0.9062,0.9582,0.9451,0.9556,0.95,11467,11467,11467,11467,"9,0,904,10554","9,0,1177,10281","9,0,959,10499","9,0,1076,10382",0.9992,0.9992,0.9992,0.9992,0.9212,0.8974,0.9164,0.9062,0.9582,0.9451,0.9556,0.95,11467,11467,11467,11467,"9,0,904,10554","9,0,1177,10281","9,0,959,10499","9,0,1076,10382"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9703,0.9633,0.9626,0.9764,0.9703,0.9633,0.9626,0.9764,0.9703,0.9633,0.9626,0.9764,0.0896,0.1088,0.1111,0.0755,0.0896,0.1088,0.1111,0.0755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9105,0.8839,0.9245,0.8912,0.9524,0.9376,0.96,0.9417,11475,11475,11475,11475,"9,0,1027,10439","9,0,1332,10134","9,0,866,10600","9,0,1248,10218",0.9992,0.9992,0.9992,0.9992,0.9105,0.8839,0.9245,0.8912,0.9524,0.9376,0.96,0.9417,11475,11475,11475,11475,"9,0,1027,10439","9,0,1332,10134","9,0,866,10600","9,0,1248,10218"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9667,0.9438,0.9441,0.9713,0.9667,0.9438,0.9441,0.9713,0.9667,0.9438,0.9441,0.9713,0.1111,0.1111,0.1111,0.0782,0.1111,0.1111,0.1111,0.0782,1.0,0.9999,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8346,0.9313,0.8831,0.9298,0.9091,0.9637,0.9371,0.9628,11475,11475,11475,11475,"9,0,1898,9568","8,1,787,10679","9,0,1342,10124","8,1,805,10661",0.9992,0.9991,0.9992,0.9991,0.8346,0.9313,0.8831,0.9298,0.9091,0.9637,0.9371,0.9628,11475,11475,11475,11475,"9,0,1898,9568","8,1,787,10679","9,0,1342,10124","8,1,805,10661"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9642,0.9542,0.9539,0.9659,0.9642,0.9542,0.9539,0.9659,0.9642,0.9542,0.9539,0.9659,0.1111,0.1111,0.1111,0.1422,0.1111,0.1111,0.1111,0.1422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,0.9991,0.9991,0.9991,0.9496,0.9482,0.9536,0.9481,0.9734,0.9727,0.9755,0.9726,11475,11475,11475,11475,"8,1,577,10889","8,1,593,10873","8,1,531,10935","8,1,595,10871",0.9991,0.9991,0.9991,0.9991,0.9496,0.9482,0.9536,0.9481,0.9734,0.9727,0.9755,0.9726,11475,11475,11475,11475,"8,1,577,10889","8,1,593,10873","8,1,531,10935","8,1,595,10871"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9435,0.9556,0.9528,0.8813,0.9435,0.9556,0.9528,0.8813,0.9435,0.9556,0.9528,0.8813,0.1111,0.1111,0.1111,0.2222,0.1111,0.1111,0.1111,0.2222,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,0.9991,0.9992,0.999,0.9992,0.902,0.8668,0.8771,0.8773,0.9477,0.9279,0.9338,0.9339,11475,11475,11475,11475,"8,1,1123,10343","9,0,1528,9938","7,2,1408,10058","9,0,1408,10058",0.9991,0.9992,0.999,0.9992,0.902,0.8668,0.8771,0.8773,0.9477,0.9279,0.9338,0.9339,11475,11475,11475,11475,"8,1,1123,10343","9,0,1528,9938","7,2,1408,10058","9,0,1408,10058"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9603,0.9581,0.9573,0.8568,0.9603,0.9581,0.9573,0.8568,0.9603,0.9581,0.9573,0.8568,0.1004,0.1075,0.1111,0.2222,0.1004,0.1075,0.1111,0.2222,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,0.9992,0.9992,0.999,0.9992,0.8997,0.8862,0.8039,0.8914,0.9464,0.9389,0.8905,0.9418,11475,11475,11475,11475,"9,0,1151,10315","9,0,1306,10160","7,2,2248,9218","9,0,1246,10220",0.9992,0.9992,0.999,0.9992,0.8997,0.8862,0.8039,0.8914,0.9464,0.9389,0.8905,0.9418,11475,11475,11475,11475,"9,0,1151,10315","9,0,1306,10160","7,2,2248,9218","9,0,1246,10220"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.7339,0.764,0.7671,0.6118,0.7339,0.764,0.7671,0.6118,0.7339,0.764,0.7671,0.6118,0.3743,0.3395,0.3548,0.4268,0.3743,0.3395,0.3548,0.4268,0.9995,0.9996,0.9996,0.9995,0.9995,0.9996,0.9996,0.9995,0.9995,0.9996,0.9996,0.9995,0.9989,0.9989,0.9992,0.9989,0.8948,0.9325,0.2763,0.9319,0.9437,0.9643,0.432,0.964,11475,11475,11475,11475,"6,3,1204,10262","6,3,772,10694","9,0,8304,3162","6,3,779,10687",0.9989,0.9989,0.9992,0.9989,0.8948,0.9325,0.2763,0.9319,0.9437,0.9643,0.432,0.964,11475,11475,11475,11475,"6,3,1204,10262","6,3,772,10694","9,0,8304,3162","6,3,779,10687"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6008,0.624,0.6268,0.628,0.6185,0.6668,0.6269,0.6443,0.6056,0.6333,0.6197,0.6296,0.4133,0.4051,0.39,0.4109,0.426,0.4168,0.4162,0.424,0.5262,0.5393,0.5482,0.5549,,,,,0.5339,0.5743,0.5435,0.5578,0.5946,0.622,0.6041,0.6083,0.5829,0.6031,0.5886,0.6078,0.5842,0.603,0.5893,0.608,7200,7200,7200,7200,"2226,1819,1184,1971","2167,1878,980,2175","2171,1874,1088,2067","2615,1430,1394,1761",0.589,0.5981,0.6363,0.6096,0.5903,0.6033,0.5619,0.6151,0.5896,0.5977,0.5365,0.6056,7200,7200,7200,7200,"2616,1429,1521,1634","2871,1174,1682,1473","1364,2681,473,2682","3031,1014,1757,1398"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6383,0.6495,0.6333,0.6369,0.6531,0.6675,0.6332,0.6524,0.6227,0.6306,0.619,0.6344,0.3883,0.3819,0.3784,0.4042,0.4141,0.4155,0.4137,0.4202,0.5541,0.5636,0.5519,0.5709,,,,,0.5547,0.58,0.547,0.566,0.6417,0.6289,0.615,0.625,0.6064,0.6257,0.6162,0.6182,0.6017,0.6267,0.6155,0.6196,7200,7200,7200,7200,"1955,2090,744,2411","2592,1453,1242,1913","2714,1331,1432,1723","2469,1576,1173,1982",0.6031,0.599,0.6358,0.6165,0.606,0.5981,0.5661,0.6212,0.6038,0.5985,0.5436,0.6085,7200,7200,7200,7200,"2748,1297,1540,1615","2565,1480,1414,1741","1422,2623,501,2654","3136,909,1818,1337"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6315,0.6347,0.6282,0.597,0.6555,0.6734,0.6488,0.6154,0.6298,0.6383,0.633,0.6215,0.3901,0.3915,0.3961,0.4196,0.4016,0.4136,0.4054,0.4135,0.5565,0.5496,0.5537,0.5225,,,,,0.559,0.5817,0.5575,0.5345,0.6251,0.6151,0.5898,0.6162,0.6092,0.6165,0.5854,0.6094,0.6098,0.6157,0.5868,0.6109,7200,7200,7200,7200,"2244,1801,1013,2142","2721,1324,1437,1718","2415,1630,1355,1800","2439,1606,1206,1949",0.6076,0.6204,0.5978,0.6084,0.6056,0.6236,0.6015,0.6121,0.6064,0.6061,0.5985,0.6088,7200,7200,7200,7200,"2555,1490,1350,1805","3246,799,1911,1244","2768,1277,1592,1563","2820,1225,1568,1587"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6786,0.6806,0.6859,0.6479,0.6995,0.6967,0.6935,0.6797,0.6328,0.6453,0.6444,0.6374,0.362,0.3493,0.3461,0.3918,0.4155,0.4103,0.4121,0.4171,0.6068,0.5979,0.6184,0.5948,,,,,0.5817,0.5969,0.5935,0.5767,0.6561,0.6587,0.6192,0.6558,0.6389,0.6539,0.6194,0.6504,0.6394,0.6551,0.6193,0.6517,7200,7200,7200,7200,"2341,1704,896,2259","2644,1401,1091,2064","2686,1359,1381,1774","2617,1428,1089,2066",0.6117,0.6343,0.607,0.6095,0.6169,0.5717,0.6121,0.6121,0.6039,0.5532,0.6058,0.6103,7200,7200,7200,7200,"3125,920,1838,1317","1509,2536,548,2607","2926,1119,1674,1481","2756,1289,1504,1651"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6748,0.6588,0.6686,0.629,0.6966,0.6695,0.6665,0.6611,0.6305,0.6293,0.6273,0.6367,0.3586,0.3582,0.3563,0.4155,0.4195,0.4156,0.4168,0.4166,0.5873,0.5658,0.5915,0.5839,,,,,0.5747,0.5787,0.5735,0.5738,0.6537,0.6515,0.6051,0.6499,0.6357,0.6417,0.611,0.6394,0.636,0.643,0.5975,0.6407,7200,7200,7200,7200,"2315,1730,893,2262","2485,1560,1020,2135","3107,938,1863,1292","2465,1580,1016,2139",0.6041,0.6112,0.6259,0.6144,0.605,0.6164,0.6258,0.6192,0.6045,0.6088,0.6023,0.613,7200,7200,7200,7200,"2655,1390,1454,1701","2984,1061,1701,1454","3362,683,2011,1144","2953,1092,1650,1505"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6909,0.6644,0.6556,0.638,0.7051,0.6843,0.6821,0.6787,0.6378,0.6418,0.6399,0.6402,0.3523,0.3483,0.3689,0.4022,0.407,0.4086,0.4106,0.4086,0.6115,0.5877,0.6026,0.6031,,,,,0.5882,0.5928,0.5892,0.5759,0.6655,0.6447,0.6093,0.6585,0.6458,0.6474,0.6083,0.6585,0.6459,0.645,0.6088,0.6585,7200,7200,7200,7200,"2330,1715,835,2320","2919,1126,1413,1742","2601,1444,1376,1779","2813,1232,1227,1928",0.6114,0.6121,0.6424,0.6135,0.6149,0.6168,0.5688,0.6176,0.6119,0.6112,0.5451,0.6135,7200,7200,7200,7200,"2818,1227,1546,1609","2923,1122,1637,1518","1411,2634,471,2684","2876,1169,1584,1571"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6946,0.6867,0.6946,0.6341,0.7058,0.7164,0.7146,0.6522,0.6413,0.6545,0.6536,0.638,0.3471,0.357,0.3566,0.4082,0.4067,0.4022,0.4027,0.4171,0.6171,0.6007,0.6291,0.5645,,,,,0.5914,0.6057,0.6027,0.5683,0.6585,0.6665,0.6003,0.654,0.655,0.6344,0.5981,0.6376,0.656,0.6316,0.5989,0.6382,7200,7200,7200,7200,"2683,1362,1122,2033","2121,1924,708,2447","2523,1522,1372,1783","2350,1695,914,2241",0.6325,0.6115,0.6202,0.6093,0.631,0.6161,0.6221,0.6094,0.6075,0.6109,0.6006,0.6094,7200,7200,7200,7200,"3385,660,1997,1158","2907,1138,1626,1529","3311,734,1987,1168","2643,1402,1410,1745"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6971,0.6765,0.6767,0.6366,0.7179,0.7134,0.7137,0.6696,0.6342,0.6467,0.646,0.6371,0.3712,0.3597,0.3622,0.4124,0.4049,0.3983,0.3993,0.4184,0.6335,0.6179,0.6331,0.6011,,,,,0.5944,0.6044,0.6032,0.5778,0.6636,0.6655,0.611,0.6482,0.6662,0.6665,0.6162,0.6478,0.6613,0.6573,0.6086,0.648,7200,7200,7200,7200,"3106,939,1464,1691","3246,799,1602,1553","2985,1060,1703,1452","2761,1284,1252,1903",0.6029,0.6079,0.6267,0.6156,0.5978,0.6025,0.6275,0.6207,0.5992,0.6039,0.6064,0.612,7200,7200,7200,7200,"2440,1605,1291,1864","2449,1596,1266,1889","3330,715,1967,1188","3032,1013,1718,1437"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6264,0.6288,0.6545,0.5958,0.6538,0.6999,0.6652,0.6105,0.6252,0.6398,0.6292,0.6032,0.3904,0.4361,0.3661,0.4203,0.4101,0.4108,0.4128,0.4362,0.5487,0.5577,0.5734,0.519,,,,,0.5558,0.5966,0.5597,0.5241,0.6215,0.6487,0.5908,0.6061,0.6221,0.6349,0.5942,0.6117,0.6218,0.6358,0.5916,0.6036,7200,7200,7200,7200,"2707,1338,1383,1772","2382,1663,966,2189","2719,1326,1596,1559","2978,1067,1729,1426",0.6081,0.6347,0.5963,0.615,0.6133,0.6343,0.5997,0.6193,0.6063,0.614,0.5971,0.6146,7200,7200,7200,7200,"2954,1091,1693,1462","3346,699,1934,1221","2747,1298,1584,1571","2902,1143,1598,1557"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6869,0.6484,0.6465,0.6291,0.6935,0.6548,0.6522,0.6538,0.6366,0.6362,0.6337,0.6361,0.3582,0.381,0.3924,0.4092,0.4153,0.4139,0.4177,0.4197,0.614,0.5925,0.6107,0.5892,,,,,0.585,0.589,0.586,0.5737,0.6617,0.6423,0.5983,0.6353,0.641,0.6458,0.5968,0.6375,0.6408,0.6406,0.5974,0.6358,7200,7200,7200,7200,"2295,1750,835,2320","3031,1014,1536,1619","2544,1501,1402,1753","2845,1200,1410,1745",0.6105,0.6148,0.6367,0.6141,0.6128,0.6197,0.5643,0.6193,0.6112,0.6066,0.5402,0.609,7200,7200,7200,7200,"2747,1298,1490,1665","3138,907,1831,1324","1392,2653,484,2671","3070,975,1766,1389"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6908,0.6719,0.6773,0.6399,0.7048,0.6911,0.6895,0.6699,0.6356,0.6434,0.6423,0.6381,0.3554,0.3624,0.3535,0.3973,0.412,0.4096,0.4117,0.4187,0.6141,0.579,0.604,0.5835,,,,,0.5852,0.5943,0.5914,0.5726,0.6659,0.6523,0.6106,0.6507,0.6464,0.6467,0.611,0.6524,0.6465,0.648,0.6108,0.6512,7200,7200,7200,7200,"2335,1710,836,2319","2599,1446,1098,2057","2659,1386,1415,1740","2874,1171,1332,1823",0.6035,0.6062,0.6318,0.6098,0.6042,0.6086,0.5735,0.6121,0.6038,0.607,0.5571,0.6106,7200,7200,7200,7200,"2643,1402,1448,1707","2733,1312,1506,1649","1554,2491,580,2575","2741,1304,1489,1666"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6271,0.6302,0.6312,0.6328,0.6392,0.6482,0.6227,0.6409,0.6191,0.6279,0.6179,0.6306,0.3923,0.3959,0.381,0.3977,0.4209,0.4111,0.4105,0.4233,0.5428,0.537,0.5493,0.5707,,,,,0.5497,0.5741,0.5456,0.5627,0.6342,0.6254,0.6121,0.6112,0.6094,0.6189,0.6092,0.606,0.608,0.6203,0.6102,0.6074,7200,7200,7200,7200,"2104,1941,871,2284","2477,1568,1176,1979","2541,1504,1310,1845","2466,1579,1258,1897",0.6039,0.5981,0.639,0.6052,0.6088,0.5944,0.5632,0.6079,0.6035,0.5957,0.5374,0.6059,7200,7200,7200,7200,"2880,1165,1652,1503","2468,1577,1343,1812","1362,2683,462,2693","2748,1297,1526,1629"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6534,0.6438,0.6398,0.6196,0.6722,0.6749,0.6464,0.6225,0.6313,0.6341,0.6269,0.626,0.3815,0.3943,0.3837,0.4127,0.4082,0.4118,0.412,0.4206,0.579,0.5557,0.5627,0.5468,,,,,0.5766,0.5833,0.5625,0.546,0.6379,0.6231,0.6086,0.6221,0.6186,0.6161,0.6132,0.6082,0.6186,0.6176,0.6082,0.6092,7200,7200,7200,7200,"2225,1820,926,2229","2457,1588,1176,1979","2888,1157,1628,1527","2279,1766,1055,2100",0.6049,0.6048,0.6065,0.6062,0.6047,0.6078,0.6122,0.6101,0.6048,0.6055,0.5991,0.6066,7200,7200,7200,7200,"2617,1428,1418,1737","2761,1284,1540,1615","3106,939,1853,1302","2823,1222,1585,1570"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6703,0.6658,0.6767,0.6387,0.6917,0.6722,0.669,0.6647,0.629,0.6303,0.6282,0.6369,0.3679,0.3607,0.3461,0.4138,0.4137,0.4172,0.419,0.419,0.5876,0.5749,0.5979,0.5969,,,,,0.5726,0.5787,0.572,0.5709,0.6519,0.6615,0.6061,0.6496,0.6372,0.6592,0.5811,0.6483,0.6381,0.66,0.579,0.6489,7200,7200,7200,7200,"2377,1668,944,2211","2735,1310,1144,2011","1974,2071,945,2210","2730,1315,1217,1938",0.6039,0.6059,0.6108,0.6084,0.6046,0.6114,0.6161,0.6138,0.6042,0.6038,0.6082,0.6064,7200,7200,7200,7200,"2648,1397,1450,1705","2964,1081,1717,1438","2991,1054,1710,1445","2965,1080,1701,1454"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6898,0.6794,0.6809,0.6469,0.7062,0.6902,0.6879,0.6765,0.6363,0.6433,0.6423,0.6384,0.3538,0.3474,0.3451,0.3946,0.4177,0.4117,0.415,0.4203,0.615,0.6009,0.6202,0.593,,,,,0.5901,0.5968,0.5945,0.5763,0.6615,0.6628,0.6141,0.6602,0.6503,0.6603,0.6056,0.6518,0.6515,0.6611,0.6071,0.6531,7200,7200,7200,7200,"2489,1556,962,2193","2733,1312,1134,2021","2381,1664,1176,1979","2552,1493,1014,2141",0.604,0.6327,0.6105,0.6101,0.605,0.5708,0.6156,0.614,0.6044,0.5525,0.6089,0.6104,7200,7200,7200,7200,"2661,1384,1460,1695","1510,2535,555,2600","2954,1091,1677,1478","2842,1203,1576,1579"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6782,0.6278,0.6275,0.6257,0.6886,0.6518,0.6491,0.6516,0.6316,0.6293,0.6272,0.6331,0.3634,0.3797,0.3911,0.4105,0.4163,0.4232,0.4237,0.4208,0.5959,0.5437,0.5648,0.5806,,,,,0.5757,0.5787,0.5752,0.5725,0.6556,0.6212,0.603,0.6334,0.6317,0.6215,0.5892,0.636,0.6308,0.6214,0.5901,0.6339,7200,7200,7200,7200,"2211,1834,818,2337","2695,1350,1375,1780","2205,1840,1118,2037","2861,1184,1437,1718",0.6099,0.6101,0.6051,0.6129,0.6128,0.6156,0.6108,0.6182,0.6107,0.6061,0.6021,0.6081,7200,7200,7200,7200,"2773,1272,1516,1639","3032,1013,1755,1400","2992,1053,1749,1406","3060,985,1764,1391"
